lat,lon,satelite,data
9.645700,-67.559500,GOES-19,2026-01-19 19:10:00
9.149700,-66.402500,GOES-19,2026-01-19 19:10:00
9.111500,-66.682600,GOES-19,2026-01-19 19:10:00
9.093100,-66.664600,GOES-19,2026-01-19 19:10:00
9.038900,-66.331300,GOES-19,2026-01-19 19:10:00
9.001800,-66.351000,GOES-19,2026-01-19 19:10:00
8.610900,-66.974500,GOES-19,2026-01-19 19:10:00
8.610900,-66.956000,GOES-19,2026-01-19 19:10:00
8.531600,-63.973200,GOES-19,2026-01-19 19:10:00
8.205300,-66.799500,GOES-19,2026-01-19 19:10:00
8.095800,-66.468600,GOES-19,2026-01-19 19:10:00
7.866500,-69.074800,GOES-19,2026-01-19 19:10:00
7.828500,-69.552500,GOES-19,2026-01-19 19:10:00
7.846400,-64.314800,GOES-19,2026-01-19 19:10:00
7.810000,-69.607800,GOES-19,2026-01-19 19:10:00
7.810100,-69.552800,GOES-19,2026-01-19 19:10:00
7.810200,-69.534500,GOES-19,2026-01-19 19:10:00
7.827900,-64.334100,GOES-19,2026-01-19 19:10:00
7.827900,-64.315400,GOES-19,2026-01-19 19:10:00
7.115300,-68.022500,GOES-19,2026-01-19 19:10:00
6.898700,-66.681700,GOES-19,2026-01-19 19:10:00
6.328300,-67.264400,GOES-19,2026-01-19 19:10:00
6.310000,-67.264700,GOES-19,2026-01-19 19:10:00
5.796000,-67.787700,GOES-19,2026-01-19 19:10:00
5.736500,-70.291700,GOES-19,2026-01-19 19:10:00
5.279800,-70.332400,GOES-19,2026-01-19 19:10:00
5.279800,-70.314200,GOES-19,2026-01-19 19:10:00
3.642200,-59.727400,GOES-19,2026-01-19 19:10:00
3.642300,-59.708300,GOES-19,2026-01-19 19:10:00
2.820100,-59.456100,GOES-19,2026-01-19 19:10:00
2.801800,-59.494700,GOES-19,2026-01-19 19:10:00
2.546100,-59.403100,GOES-19,2026-01-19 19:10:00
0.319200,-90.482600,GOES-19,2026-01-19 19:10:00
0.319200,-90.463500,GOES-19,2026-01-19 19:10:00
0.319200,-90.444400,GOES-19,2026-01-19 19:10:00
0.301000,-90.482600,GOES-19,2026-01-19 19:10:00
0.301000,-90.463500,GOES-19,2026-01-19 19:10:00
-8.153500,-75.045600,GOES-19,2026-01-19 19:10:00
-36.870300,-72.975700,GOES-19,2026-01-19 19:10:00
-36.896000,-72.928000,GOES-19,2026-01-19 19:10:00
-37.231300,-72.634900,GOES-19,2026-01-19 19:10:00
-37.257100,-72.633900,GOES-19,2026-01-19 19:10:00
-37.282900,-72.633000,GOES-19,2026-01-19 19:10:00
-37.489900,-72.601800,GOES-19,2026-01-19 19:10:00
-37.958700,-72.584300,GOES-19,2026-01-19 19:10:00
-37.984900,-72.583300,GOES-19,2026-01-19 19:10:00
-38.114200,-72.984300,GOES-19,2026-01-19 19:10:00
-38.140500,-72.983400,GOES-19,2026-01-19 19:10:00
-38.590200,-72.728500,GOES-19,2026-01-19 19:10:00
-38.616700,-72.727500,GOES-19,2026-01-19 19:10:00
-38.616900,-72.703500,GOES-19,2026-01-19 19:10:00
-38.641800,-73.063600,GOES-19,2026-01-19 19:10:00
-38.641900,-73.039600,GOES-19,2026-01-19 19:10:00
-38.642300,-72.943300,GOES-19,2026-01-19 19:10:00
-38.668400,-73.062800,GOES-19,2026-01-19 19:10:00
-38.668500,-73.038700,GOES-19,2026-01-19 19:10:00
-38.668600,-73.014600,GOES-19,2026-01-19 19:10:00
-38.668900,-72.942400,GOES-19,2026-01-19 19:10:00
-38.669000,-72.918300,GOES-19,2026-01-19 19:10:00
-42.241700,-71.481900,GOES-19,2026-01-19 19:10:00
9.684000,-67.279900,GOES-19,2026-01-19 19:00:00
9.645700,-67.559500,GOES-19,2026-01-19 19:00:00
9.454600,-69.229100,GOES-19,2026-01-19 19:00:00
9.294700,-67.216200,GOES-19,2026-01-19 19:00:00
9.148200,-66.774500,GOES-19,2026-01-19 19:00:00
9.111600,-66.664000,GOES-19,2026-01-19 19:00:00
9.093100,-66.664600,GOES-19,2026-01-19 19:00:00
9.020300,-66.350500,GOES-19,2026-01-19 19:00:00
9.020400,-66.331900,GOES-19,2026-01-19 19:00:00
9.001800,-66.351000,GOES-19,2026-01-19 19:00:00
9.001900,-66.332400,GOES-19,2026-01-19 19:00:00
8.888200,-66.985800,GOES-19,2026-01-19 19:00:00
8.647800,-66.973600,GOES-19,2026-01-19 19:00:00
8.629300,-66.974000,GOES-19,2026-01-19 19:00:00
8.629400,-66.955500,GOES-19,2026-01-19 19:00:00
8.382300,-64.241200,GOES-19,2026-01-19 19:00:00
8.294000,-67.814500,GOES-19,2026-01-19 19:00:00
8.260900,-66.723900,GOES-19,2026-01-19 19:00:00
8.261000,-66.705400,GOES-19,2026-01-19 19:00:00
8.223700,-66.799000,GOES-19,2026-01-19 19:00:00
8.186800,-66.799900,GOES-19,2026-01-19 19:00:00
